mr,atar,30501.0
ht,aquin,5219.0
uz,aktash,38307.0
uz,aktash,38307.0
uz,almazar,24781.0
uz,andijon,318439.0
bj,abomey,82158.0
mt,attard,9510.0
vc,barroualie,1902.0
vc,barroualie,1902.0
vc,biabou,1050.0
vc,chateaubelair,735.0
ec,alamor,6391.0
hu,aba,4479.0
ve,acarigua,143739.0
ve,acarigua,143739.0
ve,altagracia de orituco,40058.0
ve,anaco,117605.0
mu,albion,3254.0
ba,banja luka,221100.0
vg,little harbour,84.0
vg,little harbour,84.0
vg,road town,8449.0
vg,spanish town,355.0
vn,bac can,21837.0
vn,bac can,21837.0
vn,bac giang,53732.0
vn,bac lieu,107920.0
ch,aadorf,7100.0
mv,dhidhdhoo,3039.0
vu,isangel,1437.0
vu,isangel,1437.0
vu,lakatoro,705.0
vu,luganville,13398.0
id,adiwerna,134202.0
ee,aakre,295.0
wf,ahoa,495.0
wf,ahoa,495.0
wf,alele,901.0
wf,falaleu,659.0
mw,balaka,18907.0
ag,all saints,2526.0
ws,afega,1895.0
ws,afega,1895.0
ws,amaile,221.0
ws,aopo,390.0
ie,abbeyfeale,1734.0
mx,abasolo,25821.0
ye,aden,550744.0
ye,aden,550744.0
ye,bajil,48217.0
ye,ibb,234992.0
bm,hamilton,902.0
eg,abnub,68756.0
yt,acoua,5350.0
yt,acoua,5350.0
yt,bandraboua,7882.0
yt,bandrele,6352.0
my,alor gajah,20163.0
il,abu ghosh,5570.0
za,adelaide,12212.0
za,adelaide,12212.0
za,alberton,202503.0
za,alice,9788.0
ci,abengourou,144074.0
mz,angoche,74624.0
zm,chadiza,3690.0
zm,chadiza,3690.0
zm,chama,4061.0
zm,chambishi,11073.0
bo,abapo,2419.0
in,abhayapuri,15803.0
zw,beitbridge,11865.0
zw,beitbridge,11865.0
zw,bindura,22497.0
zw,bulawayo,897249.0
na,arandis,4507.0
er,addi ugri,17784.0
